residual sugar,alcohol,quality
1.4,9.4,Good
1.4,10.8,Good
1.5,9.8,Good
1.5,9.8,Good
5.7,10.7,Good
4.3,11.1,Good
1.9,10.9,Good
1.8,10.8,Good
1.4,9.6,Good
6.6,10.4,Good
6.2,9.4,Good
6.2,9.4,Good
1.2,10.5,Good
4.8,10.7,Good
4.5,10.9,Good
4.5,10.8,Good
13.9,10.4,Good
12.2,9,Good
12.3,9.5,Good
5.3,12.2,Good
4.9,11.3,Good
7.4,9.6,Good
1.7,12.5,Good
7.4,9.6,Good
1.3,10,Good
9.2,9.3,Good
1.7,11.6,Good
2.1,10.6,Good
6.9,9.1,Good
12,9,Good
11.3,9.5,Good
10.7,9.1,Good
6.4,9.9,Good
17.5,9.5,Good
1,11.1,Good
1.1,10.5,Good
3.6,12.6,Good
4.4,11.2,Good
13.9,10,Good
1.6,12.3,Good
1.6,12.3,Good
2.7,10.8,Good
9.2,9.2,Good
1.6,11.7,Good
13.8,10.4,Good
10,9.5,Good
14.4,9.1,Good
5.5,9.6,Good
14.4,9.1,Good
5.5,9.6,Good
1.5,11,Good
2,10.2,Good
2.1,12.2,Good
8.5,10.5,Good
7.6,11.5,Good
8.1,9.8,Good
7.35,11.4,Good
7.6,11.5,Good
10,10.2,Good
14,9.4,Good
8.5,10.5,Good
15.2,9.3,Good
8.1,9.8,Good
8.1,9.8,Good
18.6,10.2,Good
5,9.5,Good
1.6,11,Good
1.6,10.9,Good
2.2,12.1,Good
1.5,11,Good
9.5,9.3,Good
10.6,9.3,Good
11,9.2,Good
11,9.2,Good
10.6,9.3,Good
11,9.2,Good
8.8,9.2,Good
12.5,9.6,Good
4.8,9.4,Good
11.2,8.9,Good
6.6,9.8,Good
11.2,8.9,Good
13.1,9.6,Good
12,9,Good
13.4,9.5,Good
1.5,9.2,Good
16.5,9.5,Good
15.6,10.5,Good
10.2,9.2,Good
6.2,9.6,Good
7.2,9.8,Good
8.1,10.2,Good
1.7,10.5,Good
1.3,12.2,Good
1.7,10.5,Good
1.8,11.5,Good
6.5,9.9,Good
1.7,12.1,Good
2.2,12.5,Good
1.2,10.1,Good
4,10.7,Good
1.6,10.2,Good
1.4,8.9,Good
1.9,9.9,Good
6,11.5,Good
6,11.5,Good
12.2,9.8,Good
1.6,11.4,Good
1.6,11.4,Good
6.4,9.9,Good
1.1,10.3,Good
8.7,10.5,Good
1.6,10.5,Good
1.4,10.9,Good
8.5,10.5,Good
13.2,9.7,Good
7.7,9.6,Good
1.6,11,Good
1.4,11.9,Good
10.6,8.9,Good
10.6,8.9,Good
12.9,10,Good
12.5,10,Good
7.3,10,Good
11.75,9.5,Good
9.7,9.8,Good
1.4,10.1,Good
9.7,9.8,Good
15.4,9,Good
15.4,9,Good
15.4,9,Good
4,11.6,Good
12.5,9.5,Good
1.8,9.6,Good
17.5,9,Good
17.5,9,Good
1.8,11.7,Good
4.9,10.3,Good
1.5,9.8,Good
1.7,12.5,Good
4.2,11.9,Good
1.9,10.5,Good
5.3,10.3,Good
5.2,10.3,Good
3.4,10.2,Good
1.8,9.5,Good
1.6,10.5,Good
9.8,9.5,Good
17.45,9.2,Good
7.1,9.4,Good
3.3,11.3,Good
3.3,10.8,Good
3.3,11.3,Good
1.3,10.5,Good
1.4,10.3,Good
1.7,10.3,Good
1.4,10.3,Good
1.4,10.5,Good
1.5,9.5,Good
10.6,10.5,Good
2.8,12,Good
1.6,9.7,Good
1.6,10.2,Good
2.1,10.5,Good
7.6,10,Good
6.8,10.2,Good
6.8,10.2,Good
1.8,10.2,Good
4.7,12.6,Good
1.1,9.2,Good
1.2,10.7,Good
1.2,10.7,Good
1.9,10.9,Good
5.5,9.1,Good
1.45,12,Bad
4.2,9.7,Bad
1.2,10.8,Bad
19.25,9.7,Bad
7.5,9.5,Bad
1.5,9.3,Bad
14.95,10.2,Bad
1.7,12.8,Bad
5.4,10,Bad
17.95,8.6,Bad
17.95,8.6,Bad
4.4,9.8,Bad
5,9.8,Bad
1.1,10.5,Bad
1.2,9.1,Bad
1.2,9.8,Bad
10.1,9.5,Bad
4.6,9.5,Bad
4.8,10,Bad
10.1,9.5,Bad
8.8,9.3,Bad
5.4,9,Bad
6.1,10,Bad
11.8,8.7,Bad
11.8,8.7,Bad
7.5,9,Bad
13.5,9.1,Bad
9.6,9.4,Bad
12.1,9.4,Bad
18.9,9,Bad
13.5,9.1,Bad
9.6,9.4,Bad
1.3,10.3,Bad
18.75,8.9,Bad
13.3,9.2,Bad
9.2,9.1,Bad
9.2,9.1,Bad
13.3,9.2,Bad
13.3,9.2,Bad
5.7,10.2,Bad
12.2,8.8,Bad
6.85,9.7,Bad
7,10.5,Bad
10.4,10.6,Bad
13.1,9,Bad
15.8,9.2,Bad
8.1,8.9,Bad
15.7,9.6,Bad
10.5,8.7,Bad
2.2,10.2,Bad
10.5,8.7,Bad
1.2,10.4,Bad
14.5,9.1,Bad
4.8,10.6,Bad
13.1,9.5,Bad
13,9.8,Bad
8.95,9.3,Bad
9.85,10,Bad
17.7,10.2,Bad
12.9,9.4,Bad
1.2,9.2,Bad
22,8.7,Bad
11.9,9.3,Bad
11.9,9.3,Bad
4.2,11,Bad
22,8.7,Bad
5.1,9.6,Bad
3.6,9.1,Bad
3.6,9.1,Bad
7.8,8.9,Bad
13.1,8.8,Bad
7.8,8.9,Bad
16.1,9.3,Bad
13.1,8.8,Bad
13.2,9.6,Bad
11.6,8.8,Bad
8.3,9.2,Bad
2.2,10.2,Bad
9.7,10.5,Bad
8.3,9.2,Bad
9.2,9.4,Bad
7,11,Bad
9.2,9.4,Bad
17.5,9.4,Bad
7,11,Bad
7,11,Bad
17.8,8.7,Bad
17.8,8.7,Bad
13.7,8.7,Bad
7.8,10.4,Bad
11.2,8.7,Bad
10.4,10,Bad
11.2,8.7,Bad
19.45,8.9,Bad
8.2,10.2,Bad
19.45,8.9,Bad
6.9,9.7,Bad
7,9.7,Bad
13.1,9.3,Bad
5.1,9,Bad
10.7,9.5,Bad
1.1,10.6,Bad
15.6,9.3,Bad
15.4,8.8,Bad
7.2,8.8,Bad
19.8,9.1,Bad
10.6,9.4,Bad
6.7,9.9,Bad
6.6,10,Bad
7.7,10.5,Bad
7.7,10.5,Bad
2,11.4,Bad
5.8,10.5,Bad
1.3,10.4,Bad
4.6,10.6,Bad
9.9,9.8,Bad
5.7,10.8,Bad
1.3,10.4,Bad
3,10,Bad
11.2,10,Bad
1.2,8.9,Bad
12.5,11.6,Bad
0.8,10,Bad
5.9,10.1,Bad
1.1,10.6,Bad
11.8,8.8,Bad
1.3,10,Bad
1.8,11.4,Bad
18.2,9.4,Bad
11.8,8.8,Bad
1.4,9.2,Bad
18.2,8.7,Bad
1.3,10,Bad
1.2,9.4,Bad
1.8,11.4,Bad
1.2,10.5,Bad
1.2,10.5,Bad
7.7,9,Bad
13.3,9.4,Bad
1.2,9.1,Bad
13.6,9.3,Bad
13.3,9.4,Bad
1.1,9.8,Bad
2.5,9.8,Bad
1.2,9.2,Bad
2.6,12.4,Bad
9.9,9.1,Bad
1.2,10.1,Bad
8.6,9.5,Bad
9.1,8.5,Bad
8.6,9.5,Bad
15.2,9.3,Bad
12.4,9.5,Bad
11,8.7,Bad
10,8.9,Bad
11,8.7,Bad
18.15,9.6,Bad
3.4,10,Bad
11,9.5,Bad
8.9,9.2,Bad
13.3,9.5,Bad
8.9,9.2,Bad
6.6,9.6,Bad
1,10,Bad
2.25,9.9,Bad
3.3,8.8,Bad
1.6,9.1,Bad
12.6,11.7,Bad
2.1,9.8,Bad
2.1,9.8,Bad
1,11.4,Bad
4,9.3,Bad
15.3,9.1,Bad
15.3,9.1,Bad
1.5,10.4,Bad
10.4,8.7,Bad
10.4,8.7,Bad
12.2,9.4,Bad
12.1,9.5,Bad
1.6,10.1,Bad
4.2,9.1,Bad
2.2,9.8,Bad
10.8,8.7,Bad
16.3,8.8,Bad
10.8,8.7,Bad
4.2,9.4,Bad
14.5,9.1,Bad
10.1,9.4,Bad
1.1,10.8,Bad
1,10.8,Bad
10.1,9.4,Bad
1.1,10.8,Bad
1,10.8,Bad
7.5,9.6,Bad
7.5,9.6,Bad
17.75,9.5,Bad
11,8.8,Bad
10.9,8.7,Bad
10.9,8.7,Bad
11,8.8,Bad
16.8,9,Bad
8.9,9,Bad
1.1,11.4,Bad
1.4,9.3,Bad
18.05,8.8,Bad
18.05,8.8,Bad
12.6,9.5,Bad
11.9,9.2,Bad
5,10.3,Bad
5.8,10.3,Bad
11.5,9.5,Bad
11.4,9.5,Bad
7.8,9,Bad
5.9,10,Bad
3.2,10.2,Bad
3.1,11.3,Bad
1.9,9.4,Bad
1.9,9.4,Bad
1.4,9.5,Bad
11.6,9.3,Bad
10.7,9.4,Bad
1.4,10,Bad
1.3,9.7,Bad
4.5,9.4,Bad
1.7,11.2,Bad
13.2,9,Bad
6.3,9.8,Bad
6.3,9.8,Bad
14.7,9.5,Bad
14.8,9.5,Bad
14.8,9.5,Bad
14.2,9.4,Bad
13.1,9.7,Bad
6.1,10.9,Bad
6.3,10,Bad
1,9.2,Bad
12.1,9.5,Bad
7.5,10,Bad
18.75,9.1,Bad
9,8.9,Bad
1.5,10.4,Bad
1.2,10.2,Bad
8,9.4,Bad
5.3,10.5,Bad
0.8,9.4,Bad
9.8,9.2,Bad
9.8,9.2,Bad
12.5,9.4,Bad
7.5,10,Bad
2.2,9.1,Bad
11.1,9.5,Bad
19.3,8.7,Bad
13.4,9.2,Bad
16.7,9.4,Bad
13.7,9,Bad
13.7,9,Bad
4.9,10,Bad
1.4,9.3,Bad
7.3,9,Bad
6.8,9.3,Bad
11.6,9.3,Bad
13.2,9.6,Bad
6.8,9.3,Bad
2.8,9,Bad
5.1,11.7,Bad
8.9,9.1,Bad
2.8,9,Bad
8.9,9.1,Bad
5.4,9.4,Bad
5.1,11.7,Bad
15.4,9.3,Bad
1.2,10.8,Bad
13.6,9.4,Bad
11.1,8.6,Bad
13.6,9.4,Bad
13.7,9.4,Bad
4.8,9.4,Bad
6.5,9.9,Bad
9.7,9.4,Bad
11.1,8.6,Bad
1.3,10.1,Bad
1,9.4,Bad
12.8,8.9,Bad
13,8.8,Bad
5.8,9.9,Bad
5.6,9.9,Bad
5.8,9.9,Bad
0.8,9.2,Bad
0.8,9.2,Bad
2.9,9.8,Bad
2.8,9.3,Bad
12,10,Bad
15,9,Bad
12.6,8.9,Bad
7.4,9.6,Bad
13,8.9,Bad
6.7,8.9,Bad
1.4,11.4,Bad
15,9,Bad
7.5,9.7,Bad
18.2,9.6,Bad
1.6,10,Bad
6.4,11.5,Bad
1.9,9.5,Bad
1.3,10,Bad
1.9,9.5,Bad
1.8,9.5,Bad
3.2,11.5,Bad
4.3,9.2,Bad
7.6,8.6,Bad
1.6,9.8,Bad
1.6,10.8,Bad
1.6,10.8,Bad
15.2,9.9,Bad
1.3,10.4,Bad
6.8,9.4,Bad
2.7,9.3,Bad
11.6,9.5,Bad
12.6,8.9,Bad
2.8,10.2,Bad
11.2,9.2,Bad
1.5,10.7,Bad
6,9.7,Bad
1.4,11,Bad
1,10.7,Bad
19.45,8.8,Bad
2,10.5,Bad
1.3,10,Bad
1.7,10.4,Bad
1.1,9.2,Bad
7.5,9,Bad
1.3,11.3,Bad
1.7,10.4,Bad
2.2,10,Bad
10,9,Bad
7.5,9.4,Bad
4,9.5,Bad
4.1,9.5,Bad
14.8,9.7,Bad
14.8,9.7,Bad
8,10.9,Bad
1.3,10,Bad
16.3,9.8,Bad
10.2,8.6,Bad
8.4,8.8,Bad
1.6,11.4,Bad
6.7,10.7,Bad
10.2,8.6,Bad
1.6,10.7,Bad
1.4,10.5,Bad
8.3,9.7,Bad
1.4,10.5,Bad
12.9,9,Bad
1.6,10.8,Bad
1.5,10.9,Bad
1.3,9.5,Bad
14.35,9.1,Bad
2.3,10,Bad
4.7,10.4,Bad
3.2,9.5,Bad
6.9,11.5,Bad
7.3,10.2,Bad
3.2,9.5,Bad
1.6,10.5,Bad
1.5,10.5,Bad
7.5,8.9,Bad
1.1,10.6,Bad
1.3,9.5,Bad
7.2,9.5,Bad
7.6,8.9,Bad
7.5,8.9,Bad
6.3,10.4,Bad
0.8,9.5,Bad
1,11,Bad
5.4,9.6,Bad
2,11.4,Bad
8.6,9.1,Bad
2.8,9.2,Bad
4.5,9.4,Bad
5.4,9.6,Bad
2,11.4,Bad
11.8,8.9,Bad
1.2,9.3,Bad
1.6,9.6,Bad
7.8,9,Bad
1.5,9.4,Bad
7.8,9,Bad
6.7,9.7,Bad
7.1,10.6,Bad
12.1,9.2,Bad
7.1,10.6,Bad
6.5,10.5,Bad
1.7,10.5,Bad
3.6,10.9,Bad
2.2,9.7,Bad
5.1,10.1,Bad
10.7,10.4,Bad
1.1,9.3,Bad
1,9.2,Bad
1.2,9.9,Bad
10.5,9.4,Bad
1.1,10.9,Bad
5.3,9.4,Bad
1.1,10.9,Bad
10.5,9.4,Bad
10.7,8.7,Bad
4.75,11.5,Bad
7.7,11.4,Bad
17.35,9.3,Bad
1.5,9.5,Bad
1.3,10.5,Bad
1.3,9.6,Bad
1.4,10.8,Bad
6.6,8.8,Bad
1.7,11,Bad
2.1,9.5,Bad
2.2,9.5,Bad
6.4,10,Bad
6.4,10,Bad
2,10.4,Bad
6.4,10,Bad
1.8,9,Bad
1.1,11.4,Bad
1.1,11.4,Bad
3.8,8.9,Bad
14.15,9.3,Bad
1.3,9.5,Bad
6.6,11.6,Bad
0.8,9.3,Bad
1,10.2,Bad
1.1,9.1,Bad
1.1,11.3,Bad
1.5,9.6,Bad
1.5,9.6,Bad
1.1,11.3,Bad
14.2,9.6,Bad
17.85,9.2,Bad
7.1,9.5,Bad
7.6,8.9,Bad
13.6,8.8,Bad
1.4,10.5,Bad
1.2,9.4,Bad
1.1,9.3,Bad
19.8,9.2,Bad
11.2,9.2,Bad
0.8,10.2,Bad
1.6,9.8,Bad
1.1,9.3,Bad
1.35,11.4,Bad
8.7,10.7,Bad
17.85,9.3,Bad
1.3,11.1,Bad
9.4,10,Bad
1.1,10.4,Bad
1.7,10.1,Bad
1.2,9.2,Bad
1.6,10.5,Bad
1.8,10,Bad
1.7,10.1,Bad
1.2,9.2,Bad
1.4,11,Bad
12.5,8.7,Bad
12.5,8.7,Bad
1,9.9,Bad
1,9.9,Bad
2,10.1,Bad
2,10.1,Bad
18.05,9.2,Bad
1.8,9.9,Bad
5,9.9,Bad
4.6,9.9,Bad
3.1,10.3,Bad
11.9,10.1,Bad
15.4,9.5,Bad
11.9,10.1,Bad
13.5,8.7,Bad
1.3,9.8,Bad
13.5,8.7,Bad
2.7,11.9,Bad
4.7,12.7,Bad
2.8,9.5,Bad
23.5,8.6,Bad
11.7,10.8,Bad
1.6,9.4,Bad
1.6,9.4,Bad
1.8,11.4,Bad
7,10,Bad
13,9.2,Bad
3.8,10.5,Bad
7,10,Bad
1.6,10.2,Bad
7.4,9,Bad
1.3,10.2,Bad
1.1,9.2,Bad
7.7,8.8,Bad
7.7,9.3,Bad
1,10.8,Bad
4.8,9.3,Bad
5.3,9.3,Bad
8.8,8.9,Bad
5.7,10.1,Bad
18.35,9,Bad
9.4,10,Bad
8.6,10.2,Bad
11.1,10.3,Bad
6.4,9.6,Bad
6.4,9.6,Bad
16.95,9.6,Bad
13.6,9.8,Bad
1.6,10.5,Bad
6.1,10.8,Bad
6.6,9.4,Bad
6.6,9.4,Bad
2.5,11.9,Bad
3.1,8.7,Bad
1.8,10,Bad
1.1,9.1,Bad
12,8.6,Bad
4.8,9.9,Bad
1.2,10.9,Bad
8,9.3,Bad
8.6,8.8,Bad
1.2,10.6,Bad
8.7,9.3,Bad
8,9.3,Bad
8.6,8.8,Bad
7.7,8.8,Bad
1.7,8.9,Bad
1.4,10,Bad
14,9.8,Bad
5.4,9.8,Bad
7.6,12,Bad
1.4,9.1,Bad
1.6,9.3,Bad
17.95,9.1,Bad
2,9.4,Bad
1.4,12,Bad
1.6,9.5,Bad
12.4,9.4,Bad
3.4,9.4,Bad
12.4,9.4,Bad
3.4,9.4,Bad
1.7,10.9,Bad
11.5,9,Bad
1.5,10.4,Bad
11.5,9,Bad
12.6,9.3,Bad
1,10.5,Bad
11.5,9,Bad
7.9,9,Bad
11.5,9,Bad
17.8,9,Bad
2.4,10.3,Bad
1.6,9.7,Bad
1.4,9.7,Bad
7.8,9.5,Bad
16.05,8.9,Bad
16.05,8.9,Bad
7.35,10.8,Bad
16.05,9.2,Bad
14.3,9.2,Bad
14.3,9.2,Bad
14.3,9.2,Bad
7.9,10.2,Bad
1,9,Bad
13.6,9.7,Bad
17.85,9.6,Bad
1.3,10,Bad
14.3,9.2,Bad
13.7,9.1,Bad
18.3,8.7,Bad
18.3,8.7,Bad
6.5,9.5,Bad
7.9,10.4,Bad
1.2,10.4,Bad
1.9,10.6,Bad
9.3,9.6,Bad
8.1,9.2,Bad
8.1,9.2,Bad
9.3,9.6,Bad
4.9,9.4,Bad
1.7,10.4,Bad
1.6,10.5,Bad
9.7,10.2,Bad
8.3,9.2,Bad
9.7,10.2,Bad
1.2,9.9,Bad
7.6,9,Bad
15,8.6,Bad
7.6,9,Bad
15,8.6,Bad
11.6,9.5,Bad
1.1,9,Bad
1.1,9,Bad
6.7,9.6,Bad
17.2,9.7,Bad
17.2,9.7,Bad
11.1,9,Bad
1.1,9.9,Bad
1,10.1,Bad
1,10.1,Bad
1.3,9.5,Bad
1.4,9.9,Bad
6.9,9,Bad
4.5,9.2,Bad
18.35,8.8,Bad
18.35,8.8,Bad
7,10.2,Bad
7.7,10,Bad
6.3,9.6,Bad
1.4,10,Bad
1.3,10,Bad
1.8,10,Bad
1.8,10,Bad
1.4,11.1,Bad
8.1,11.8,Bad
8.1,11.8,Bad
12.4,9.2,Bad
1.3,8.9,Bad
1.7,10.1,Bad
8.1,8.9,Bad
6.5,10.7,Bad
12.7,9.8,Bad
1.6,11,Bad
1.1,10.4,Bad
6.5,10.7,Bad
4.6,9,Bad
0.6,10.6,Bad
4.6,9,Bad
0.6,10.6,Bad
9.2,9.3,Bad
6.6,9.6,Bad
7,9.5,Bad
18.15,8.7,Bad
18.15,8.7,Bad
4.1,12.4,Bad
4.1,12.4,Bad
18.15,8.7,Bad
8.3,9,Bad
1.4,8.8,Bad
11.5,9.5,Bad
1.6,11.4,Bad
2.4,10.3,Bad
1.8,9.9,Bad
4.3,10.2,Bad
4.4,10.2,Bad
5.6,9.5,Bad
5.3,9.8,Bad
2.4,10.3,Bad
1.6,9.6,Bad
1.6,9.6,Bad
10.7,10.7,Bad
10.7,10.6,Bad
1.5,9.5,Bad
8,9.2,Bad
7.7,9.5,Bad
2.7,9.2,Bad
15.1,9.4,Bad
15.1,9.4,Bad
8.9,9.3,Bad
6,9.1,Bad
12.3,9.5,Bad
6.7,10.6,Bad
12.3,9.5,Bad
11.1,8.7,Bad
1.5,8.8,Bad
6.7,10.6,Bad
6,9.1,Bad
15.2,9,Bad
17.1,8.8,Bad
17.1,8.8,Bad
17.1,8.8,Bad
1.9,9.9,Bad
17.1,8.8,Bad
1.2,10.8,Bad
10.7,9,Bad
12.6,9.9,Bad
10.7,9,Bad
12.15,10.1,Bad
12,9.3,Bad
1.7,9.5,Bad
1.4,11.7,Bad
1.9,11,Bad
7.1,10.1,Bad
7.1,10.1,Bad
8.7,10.4,Bad
13.2,9.2,Bad
15.3,9.6,Bad
15.3,9.6,Bad
13.2,9,Bad
15.6,10.6,Bad
13.2,9.2,Bad
15.3,9.6,Bad
8.75,10.7,Bad
18.8,11.6,Bad
1.8,9.4,Bad
1.8,9.4,Bad
7.8,9.2,Bad
16.75,9.2,Bad
7.8,9.2,Bad
16.75,9.2,Bad
10.9,10,Bad
6.6,9.5,Bad
1.2,9.5,Bad
1.4,9.5,Bad
10.7,9.7,Bad
1.4,9.5,Bad
8.2,9.7,Bad
7.3,9.1,Bad
8.2,9.7,Bad
2.1,9.9,Bad
2,9.9,Bad
10,10.2,Bad
2,11.4,Bad
2,11.4,Bad
1.3,10,Bad
12.1,8.9,Bad
12,8.9,Bad
1.6,9.7,Bad
6.1,9.7,Bad
7.8,9.4,Bad
8.2,9.1,Bad
7.8,9.4,Bad
10.6,8.8,Bad
11.2,10.4,Bad
11.6,8.9,Bad
7.7,9,Bad
7.7,9.5,Bad
7.7,9,Bad
1.4,10.4,Bad
10.4,9.3,Bad
10.4,9.3,Bad
15.7,9,Bad
15.7,9,Bad
6.5,10.6,Bad
6.2,10.1,Bad
1.3,8.7,Bad
15.6,9.5,Bad
15.6,9.5,Bad
15.6,9.5,Bad
15.6,9.5,Bad
4.9,9.4,Bad
5,9.4,Bad
15.6,9.5,Bad
12.05,9.4,Bad
7,9,Bad
11.8,9.1,Bad
2.2,10,Bad
14.6,9.2,Bad
1.6,9.3,Bad
14.6,9.2,Bad
1.6,9.3,Bad
10.6,8.8,Bad
1.4,10.2,Bad
7.2,9.4,Bad
11.95,9.7,Bad
11.95,9.7,Bad
2.2,9.8,Bad
1.4,10.5,Bad
17.8,8.9,Bad
10.2,10.3,Bad
4.8,10.6,Bad
8.4,9.7,Bad
8.4,9.7,Bad
1.4,10.5,Bad
10.1,9.5,Bad
13.3,10,Bad
1.2,11.5,Bad
12.9,9.4,Bad
5,9.3,Bad
3.75,9.7,Bad
12.6,9.7,Bad
1.3,9.2,Bad
1.6,9.8,Bad
7.6,9,Bad
7.2,9.2,Bad
16.45,9.3,Bad
12.9,8.7,Bad
12.9,8.7,Bad
3.9,10.3,Bad
17.75,9.1,Bad
1.8,9.6,Bad
8.5,9.5,Bad
13,9.1,Bad
2.3,10,Bad
11.4,9,Bad
0.9,9.5,Bad
19.35,9.1,Bad
11.75,9.5,Bad
7.7,9.2,Bad
7.7,9.2,Bad
8.3,9.4,Bad
7.05,9,Bad
8.4,9.4,Bad
9.4,9.4,Bad
9.4,9.4,Bad
6.3,10,Bad
14.6,9.2,Bad
2.5,10,Bad
14.6,9.2,Bad
2.6,10,Bad
2.5,10,Bad
10,9.4,Bad
10,9.4,Bad
16,9,Bad
16.05,9.2,Bad
16.05,9.2,Bad
2.6,9.5,Bad
2.5,9.5,Bad
1.2,8.8,Bad
12.1,8.7,Bad
11.95,8.7,Bad
1.4,9.5,Bad
1.3,9.5,Bad
1.5,9.8,Bad
1,10.2,Bad
7.5,9,Bad
10.3,8.8,Bad
5.3,9.5,Bad
1.5,10.2,Bad
11.3,10.8,Bad
18.1,8.8,Bad
18.1,8.8,Bad
18.1,8.8,Bad
6.4,9.8,Bad
10.4,9,Bad
1.4,9.8,Bad
8.1,9.2,Bad
14.8,9.7,Bad
3.5,11.6,Bad
14.8,9.7,Bad
12.8,9,Bad
11.2,10.8,Bad
1.5,10,Bad
12.1,10.6,Bad
10.7,10.6,Bad
7.5,9.6,Bad
4.8,9.4,Bad
16.9,9.3,Bad
4.8,9.4,Bad
11.3,9.4,Bad
12.9,8.8,Bad
1.2,9.4,Bad
10,9.6,Bad
1.2,9.4,Bad
14.9,8.9,Bad
1.8,11.4,Bad
1.8,11.4,Bad
1.3,9.9,Bad
4.9,9.7,Bad
1.9,10.5,Bad
10,9.4,Bad
8.6,9.6,Bad
18.95,10.4,Bad
1.5,10.8,Bad
11.7,10.8,Bad
1.2,10.6,Bad
2.1,9.8,Bad
2.1,9.8,Bad
15.3,9.4,Bad
11.1,9.4,Bad
7.8,9.4,Bad
10.1,9.4,Bad
3.2,12,Bad
20.4,8.7,Bad
10.1,9.4,Bad
3.2,12,Bad
0.95,8,Bad
1.3,10.9,Bad
16,8.6,Bad
11.4,9,Bad
14.35,8.7,Bad
11.4,9,Bad
14.35,8.7,Bad
15.8,10.6,Bad
5.2,9.7,Bad
5.2,10.3,Bad
0.8,9.3,Bad
6.9,9.5,Bad
3.4,9.3,Bad
11,8.7,Bad
5.95,9.4,Bad
5.1,10.1,Bad
8.2,9.3,Bad
7.5,9.3,Bad
1,9.6,Bad
1,9.6,Bad
8,9.2,Bad
1.5,10.8,Bad
16.3,8.8,Bad
16.3,8.8,Bad
16.3,8.8,Bad
16.3,8.8,Bad
13.7,8.9,Bad
13.7,8.9,Bad
1.3,10,Bad
7.4,9.1,Bad
13.7,8.9,Bad
13.9,9.3,Bad
16.4,10.5,Bad
6.2,9.2,Bad
6.2,9.7,Bad
2.6,10,Bad
12,9.3,Bad
12,9.3,Bad
0.7,10.6,Bad
6.4,9.2,Bad
4.3,9.2,Bad
1.3,8.7,Bad
1.4,10.7,Bad
1.4,10.7,Bad
1.65,11.4,Bad
1.9,12.2,Bad
20.2,9.1,Bad
20.2,9.1,Bad
6.2,9.4,Bad
6.2,9.4,Bad
8,9.2,Bad
8.2,9.4,Bad
10.1,9.4,Bad
10.1,9.4,Bad
8,9.2,Bad
8.2,9.4,Bad
11.8,8.9,Bad
9.6,8.9,Bad
1.7,10.9,Bad
0.9,11,Bad
1.6,10.8,Bad
1.2,9.2,Bad
6.2,9.9,Bad
9.2,10.5,Bad
16.2,11.2,Bad
11.6,10.8,Bad
7.2,9.4,Bad
5.6,10.9,Bad
1,11.7,Bad
1.5,10,Bad
10,9.5,Bad
14.9,9,Bad
9.3,10,Bad
1,11.9,Bad
1.2,10.6,Bad
13.9,10.7,Bad
5.9,9.3,Bad
6.7,10.7,Bad
6.7,9.9,Bad
1.6,10.5,Bad
2.5,11.5,Bad
9.7,9,Bad
2,10,Bad
7.5,10.3,Bad
9.7,9,Bad
0.8,11.1,Bad
13.1,9,Bad
8.9,9.4,Bad
1.7,9.8,Bad
6.9,9.3,Bad
7.6,9.5,Bad
8.9,9.4,Bad
1.2,9.3,Bad
8.75,10.7,Bad
7.8,10.1,Bad
0.7,9.8,Bad
0.7,9.8,Bad
7.8,10.1,Bad
8.7,10.6,Bad
8.3,9.3,Bad
1.8,9,Bad
1.6,10,Bad
1.8,9,Bad
1.8,9,Bad
6,11.3,Bad
1.6,10,Bad
13.1,9.2,Bad
1.3,10.6,Bad
0.95,11.5,Bad
0.95,11.5,Bad
1.7,9.9,Bad
1.35,9.5,Bad
4,9.7,Bad
11.7,10.4,Bad
1.6,10.9,Bad
3.5,10.4,Bad
11.8,10.8,Bad
1.2,11.9,Bad
8.7,9.4,Bad
8.7,9.4,Bad
4.5,9.5,Bad
1.4,13.4,Bad
5.4,12.7,Bad
7.9,9.1,Bad
7,10.4,Bad
7,10.4,Bad
7,10.4,Bad
12.3,9,Bad
12.3,9,Bad
2.9,12,Bad
8.5,10.4,Bad
3.1,8.6,Bad
7.9,9.1,Bad
3.5,12.1,Bad
4.9,12,Bad
7,10.4,Bad
1.5,11.7,Bad
2.5,11.1,Bad
14.7,10.3,Bad
1.6,10.4,Bad
0.8,10.8,Bad
1.6,10.4,Bad
5.5,12.2,Bad
8.6,10.3,Bad
2.1,11,Bad
17.6,8.8,Bad
0.9,11.2,Bad
0.9,11.2,Bad
15.1,9.5,Bad
15.1,9.5,Bad
7.1,10.5,Bad
1,9.8,Bad
1.8,10.2,Bad
1,9.8,Bad
1.2,11,Bad
7.5,9.1,Bad
1.6,10.8,Bad
16.05,10.6,Bad
5,9,Bad
0.95,11.8,Bad
1.3,11.1,Bad
5,9,Bad
2.1,12.9,Bad
14.5,12.5,Bad
2.5,9.8,Bad
2.5,9.8,Bad
2.2,11.4,Bad
1.5,13,Bad
9.2,9.4,Bad
1.8,10.2,Bad
1.4,10.9,Bad
9.2,9.4,Bad
1.8,10.2,Bad
8.2,9.4,Bad
1,11.4,Bad
7,9.4,Bad
7,9.4,Bad
8.2,9.4,Bad
7.6,9.2,Bad
1,11.4,Bad
1.4,10.4,Bad
15.7,10.4,Bad
1.8,10.2,Bad
1,11.5,Bad
6.65,11.1,Bad
1.7,9.5,Bad
11.3,9.2,Bad
11.3,9.2,Bad
